creator_id,tier,niche,followers,likes,comments,shares,saves,reach,impressions,engagement_rate,comment_ratio,share_ratio,save_ratio,audience_quality,posting_consistency,posts_per_week,growth_rate,authenticity_score,growth_score,fake_account
4107,Micro,Music,63111,1035,98,54,114,83366,116288,3.26,0.0945,0.0519,0.1106,64.27,52.65,14,1.46,94.93,7.32,0
4108,Mid,Education,435886,23066,1215,715,1329,1084998,2645763,4.91,0.0527,0.031,0.0576,78.25,64.75,1,6.13,74.76,30.66,0
4109,Micro,Lifestyle,27564,2576,20,18,42,44104,64048,10.97,0.0079,0.0069,0.0162,49.65,47.15,12,8.98,30.84,44.91,1
4110,Nano,Food,8896,288,2,2,0,20721,51358,4.66,0.0087,0.0064,0.0011,26.27,58.81,5,2.78,19.37,13.9,1
4111,Nano,Finance,7740,601,3,3,4,12196,26206,5.2,0.0047,0.0045,0.0066,42.6,25.14,9,2.2,24.99,11.0,1
4112,Micro,Finance,78671,2335,119,100,170,167054,232388,2.87,0.0508,0.0427,0.0729,91.84,97.15,12,7.2,84.16,36.01,0
4113,Micro,Lifestyle,35843,1917,2,13,17,64095,83885,3.99,0.001,0.007,0.0086,18.4,65.07,11,5.9,11.81,29.49,1
4114,Nano,Lifestyle,7217,252,1,1,3,13824,28142,4.55,0.0021,0.0038,0.0112,17.19,31.84,13,2.61,10.79,13.05,1
4115,Micro,Gaming,86389,8089,342,492,944,140548,349974,9.33,0.0423,0.0608,0.1167,98.83,76.89,7,8.0,88.82,39.99,0
4116,Mid,Gaming,430681,18443,1644,1209,1299,520215,1202003,4.29,0.0892,0.0656,0.0704,67.89,59.31,1,7.19,98.19,35.94,0
4117,Nano,Gaming,3808,842,78,35,67,4694,5687,15.34,0.0928,0.0417,0.0795,96.5,88.66,1,12.76,100.0,63.79,0
4118,Mid,Finance,897427,25020,1620,517,2083,1153676,2179584,3.16,0.0648,0.0207,0.0833,52.02,49.53,13,6.3,64.59,31.5,0
4119,Mid,Finance,920024,36826,2312,1566,1908,1387107,1747873,4.28,0.0628,0.0425,0.0518,84.42,51.72,10,3.38,86.36,16.92,0
4120,Micro,Gaming,34601,2154,117,135,150,85587,208110,7.89,0.0541,0.0628,0.0697,63.39,41.8,6,5.74,77.61,28.68,0
4121,Micro,Music,66439,4257,202,135,340,122799,286530,5.18,0.0474,0.0317,0.08,82.06,90.61,7,6.75,74.25,33.77,0
4122,Micro,Food,47863,2213,102,81,143,39597,59402,8.07,0.0462,0.0364,0.0645,88.36,97.0,11,11.85,78.21,59.25,0
4123,Nano,Fitness,5173,1103,76,79,43,10848,15328,16.6,0.0687,0.0715,0.0393,93.98,73.58,2,10.84,100.0,54.21,0
4124,Micro,Fashion,44151,1536,123,62,176,35891,57531,4.91,0.0802,0.0401,0.1145,59.91,51.58,12,4.3,82.1,21.48,0
4125,Nano,Fashion,4461,305,11,7,21,5302,11329,5.71,0.0369,0.0226,0.0679,75.45,52.02,12,6.11,62.98,30.56,0
4126,Macro,Fitness,19516412,693379,3835,2969,5074,21188003,50050207,5.26,0.0055,0.0043,0.0073,47.16,54.93,14,4.17,27.63,20.83,1
4127,Nano,Lifestyle,4131,1134,77,61,126,8160,19682,18.61,0.0681,0.0538,0.1111,50.03,56.07,2,10.68,75.23,53.41,0
4128,Micro,Gaming,82211,7380,278,531,742,143478,247613,9.51,0.0376,0.072,0.1005,63.31,99.81,11,9.34,72.06,46.7,0
4129,Nano,Gaming,9729,486,24,35,51,20651,39641,7.39,0.0497,0.072,0.1048,97.55,78.7,11,7.92,95.25,39.58,0
4130,Micro,Fitness,22610,2470,186,109,205,55285,74484,10.78,0.0753,0.0443,0.083,95.1,93.85,14,10.17,98.49,50.85,0
4131,Nano,Lifestyle,3903,349,12,16,37,3440,8350,9.55,0.0344,0.0456,0.1062,61.58,59.19,3,5.68,61.67,28.38,0
4132,Micro,Lifestyle,67976,3790,28,7,14,52486,85026,5.47,0.0075,0.0019,0.0038,45.89,60.19,6,5.1,27.26,25.49,1
4133,Micro,Gaming,63355,5945,279,196,390,54221,80172,10.55,0.0469,0.0329,0.0657,54.45,42.17,14,8.27,60.56,41.37,0
4134,Mid,Finance,696619,20763,96,192,161,1245900,2197766,4.12,0.0046,0.0092,0.0078,18.85,49.31,11,5.71,14.51,28.56,1
4135,Nano,Fashion,6895,509,28,24,20,13317,17759,14.46,0.0557,0.048,0.0387,83.48,50.55,1,9.02,83.97,45.1,0
4136,Micro,Gaming,78793,4178,22,39,49,130380,279164,7.63,0.0054,0.0093,0.0118,40.72,40.26,1,4.31,25.86,21.56,1
4137,Mid,Tech,928048,12985,17,31,32,974842,1827802,2.57,0.0013,0.0024,0.0025,34.73,44.88,9,2.52,18.71,12.62,1
4138,Mid,Lifestyle,652496,11893,888,498,1355,997307,1409029,2.67,0.0747,0.0418,0.114,61.59,95.18,6,6.2,80.7,31.01,0
4139,Micro,Music,28178,3396,12,12,51,59060,104313,8.45,0.0035,0.0034,0.015,21.51,20.69,8,3.26,13.5,16.3,1
4140,Nano,Travel,7992,376,30,14,14,16461,39879,7.27,0.0804,0.0371,0.0384,56.27,40.13,8,7.22,79.47,36.09,0
4141,Micro,Fashion,59356,7711,696,360,487,122994,195117,11.28,0.0903,0.0466,0.0631,56.9,89.43,1,6.29,87.57,31.46,0
4142,Micro,Tech,96913,5086,433,405,533,95845,142993,5.25,0.0851,0.0796,0.1048,60.03,79.56,8,8.06,96.43,40.32,0
4143,Nano,Music,8296,973,30,65,61,9697,13939,12.15,0.0311,0.0664,0.0626,62.93,53.16,5,10.28,66.91,51.39,0
4144,Micro,Gaming,64460,7968,456,423,674,154456,316813,9.41,0.0573,0.0531,0.0846,75.43,67.67,1,7.03,82.28,35.17,0
4145,Micro,Music,55877,2605,234,170,237,81531,101142,6.62,0.09,0.0652,0.0908,54.48,97.47,13,6.8,91.8,34.01,0
4146,Micro,Music,58217,5322,180,395,552,126523,174906,6.88,0.0338,0.0743,0.1037,70.63,85.77,2,4.5,74.47,22.5,0
4147,Micro,Travel,27769,3691,236,252,315,30774,48561,11.46,0.0639,0.0683,0.0854,91.68,75.33,8,9.92,98.26,49.59,0
4148,Nano,Fashion,2875,159,14,13,13,5979,10296,9.57,0.0865,0.0785,0.0819,90.23,51.58,11,9.2,100.0,45.98,0
4149,Micro,Music,67871,4818,353,322,388,142676,329684,9.51,0.0733,0.0667,0.0806,88.08,85.2,8,10.08,100.0,50.42,0
4150,Nano,Music,9659,861,75,33,38,22985,37066,10.96,0.0867,0.0382,0.0445,99.72,51.35,5,11.27,100.0,56.33,0
4151,Nano,Tech,2676,408,14,27,19,5769,11153,12.82,0.0347,0.065,0.0455,66.6,86.8,7,9.0,70.13,45.0,0
4152,Nano,Fashion,4883,269,11,6,32,7076,17050,9.23,0.0393,0.0206,0.1187,52.42,92.1,7,9.27,52.03,46.37,0
4153,Nano,Lifestyle,4083,266,26,13,11,5897,12502,8.63,0.0971,0.0489,0.0417,52.68,58.99,1,6.83,89.56,34.16,0
4154,Micro,Music,21048,396,21,21,39,29998,50268,3.27,0.0543,0.0536,0.0991,83.81,86.36,3,7.94,85.14,39.71,0
4155,Micro,Education,11858,448,31,35,29,28966,59488,4.83,0.0699,0.0776,0.0651,86.42,56.91,12,6.44,100.0,32.18,0
4156,Nano,Tech,8570,590,57,21,45,11237,16125,8.68,0.097,0.035,0.0771,93.97,81.82,1,5.5,100.0,27.5,0
4157,Micro,Travel,86322,4179,36,35,67,146260,360618,9.13,0.0087,0.0084,0.0161,18.72,23.92,2,4.45,16.26,22.27,1
4158,Nano,Lifestyle,2628,358,1,1,6,4033,7236,12.95,0.0019,0.0032,0.0158,14.77,55.1,7,6.6,9.32,32.99,1
4159,Mid,Fashion,938822,75495,3349,3580,6602,1205709,2162301,7.74,0.0444,0.0474,0.0874,87.68,97.29,1,8.93,80.25,44.63,0
4160,Nano,Education,3115,419,14,25,32,4319,5554,13.0,0.0343,0.0605,0.0762,97.79,61.95,11,8.63,84.2,43.15,0
4161,Nano,Fashion,1663,214,20,11,16,3645,5947,9.11,0.095,0.0491,0.0729,94.54,82.0,4,7.02,100.0,35.09,0
4162,Mid,Education,584856,21483,1889,1657,943,1344514,2308530,5.2,0.0879,0.0771,0.0439,86.82,76.39,9,5.43,100.0,27.17,0
4163,Nano,Tech,6584,1398,100,32,135,7182,15469,14.68,0.0717,0.0232,0.0965,74.06,45.14,9,8.25,79.87,41.26,0
4164,Nano,Fashion,6140,1237,104,37,67,9969,12138,16.24,0.0845,0.0299,0.054,80.79,68.46,2,8.37,91.58,41.86,0
4165,Mid,Fitness,436513,41626,1769,2759,1942,1083847,2503162,7.43,0.0425,0.0663,0.0466,55.71,43.32,2,5.77,68.99,28.84,0
4166,Micro,Fashion,85343,7889,326,250,435,84031,162331,9.92,0.0414,0.0317,0.0551,84.67,57.94,14,8.54,72.53,42.69,0
4167,Macro,Music,19150460,624338,6021,2986,7292,34602027,69758217,2.4,0.0096,0.0048,0.0117,23.83,31.39,4,2.1,18.17,10.48,1
4168,Macro,Gaming,11659558,430638,29853,24074,40853,24752616,33503688,5.61,0.0693,0.0559,0.0949,90.43,73.11,7,8.53,96.65,42.66,0
4169,Nano,Fitness,6465,815,27,19,65,6594,9989,9.16,0.0336,0.023,0.0797,50.55,51.38,8,7.06,48.96,35.32,0
4170,Micro,Finance,55099,4011,13,34,77,80364,100747,8.78,0.0033,0.0085,0.0193,34.49,48.64,13,7.38,21.45,36.88,1
4171,Nano,Lifestyle,8254,360,29,20,38,11709,22508,8.09,0.0807,0.0568,0.1056,86.34,55.4,10,7.79,100.0,38.94,0
4172,Mid,Lifestyle,722792,49057,2659,1575,3483,1361316,3400574,6.12,0.0542,0.0321,0.071,94.16,89.35,7,9.87,83.81,49.34,0
4173,Micro,Finance,50983,1601,126,60,173,80008,130372,5.54,0.0789,0.0373,0.1082,99.94,63.46,7,6.11,100.0,30.56,0
4174,Mid,Education,719428,28252,1214,981,2950,799554,1682243,4.01,0.043,0.0347,0.1044,78.47,62.45,2,5.72,71.13,28.58,0
4175,Nano,Fashion,5876,821,44,22,94,9832,24214,9.82,0.053,0.0267,0.1151,85.33,84.33,10,11.08,77.17,55.4,0
4176,Micro,Finance,47207,2558,247,174,179,59926,87568,3.72,0.0967,0.0679,0.0699,51.96,83.11,6,4.08,94.68,20.41,0
4177,Mid,Tech,423574,15564,1233,412,975,751430,1275354,2.78,0.0792,0.0264,0.0626,72.94,66.61,13,6.38,84.01,31.88,0
4178,Micro,Fitness,61840,9782,431,607,1081,46652,70709,13.71,0.0441,0.0621,0.1105,57.17,70.24,13,8.54,69.26,42.69,0
4179,Nano,Gaming,8444,739,46,41,31,17523,36530,9.9,0.0627,0.0559,0.0418,72.39,66.78,12,10.84,84.3,54.2,0
4180,Nano,Tech,3149,260,2,2,4,3355,7782,7.68,0.0092,0.0071,0.0139,39.31,63.11,9,5.51,26.41,27.53,1
4181,Nano,Gaming,7592,1034,50,36,93,18350,32660,10.91,0.0485,0.0348,0.0901,91.13,69.09,7,8.25,80.28,41.23,0
4182,Micro,Finance,50763,4963,223,273,576,122931,232527,9.0,0.0448,0.0549,0.116,64.54,44.81,12,5.97,71.18,29.86,0
4183,Mid,Food,928854,16274,1610,329,581,2267610,4324171,2.16,0.0989,0.0202,0.0357,91.96,48.35,12,5.32,100.0,26.58,0
4184,Nano,Finance,4621,766,55,24,56,8764,14780,11.51,0.072,0.0309,0.0736,52.37,90.4,7,6.4,71.45,31.99,0
4185,Micro,Fashion,21845,1528,15,5,7,17657,33822,10.42,0.0096,0.0036,0.0047,47.22,45.01,7,7.14,29.46,35.7,1
4186,Mid,Travel,117669,6216,455,181,643,217095,411732,4.59,0.0732,0.0291,0.1035,75.27,64.49,13,6.67,82.98,33.36,0
4187,Nano,Education,9660,590,20,38,24,18304,35180,9.1,0.0333,0.0645,0.0414,99.02,83.68,12,8.47,85.48,42.35,0
4188,Macro,Fitness,3900460,166775,654,839,3055,4709034,10786781,4.33,0.0039,0.005,0.0183,47.24,46.65,3,4.51,27.09,22.55,1
4189,Micro,Fitness,32039,2605,132,184,310,38645,64514,6.91,0.0506,0.0705,0.1188,95.74,44.71,4,4.76,94.29,23.79,0
4190,Micro,Travel,99270,2016,159,149,94,75670,128309,2.95,0.0791,0.074,0.0467,88.98,58.73,7,5.79,100.0,28.94,0
4191,Micro,Finance,57626,953,79,54,112,77012,159116,2.98,0.0828,0.0563,0.1179,77.3,58.98,9,5.33,96.92,26.65,0
4192,Nano,Lifestyle,5673,810,2,8,9,5645,12175,9.97,0.0029,0.0094,0.0116,42.75,63.64,12,7.19,25.65,35.93,1
4193,Mid,Finance,560045,7801,525,219,902,612300,1398322,1.94,0.0672,0.0281,0.1156,69.66,49.98,8,3.74,76.88,18.71,0
4194,Nano,Finance,1507,113,11,3,10,2827,3800,5.03,0.0941,0.0307,0.0907,64.29,89.17,2,8.19,88.4,40.96,0
4195,Nano,Travel,7133,899,89,55,80,14163,25607,9.23,0.0985,0.0613,0.0888,58.99,66.02,9,8.92,97.11,44.61,0
4196,Macro,Lifestyle,15035985,584799,32921,13105,57732,36607062,51989311,2.74,0.0563,0.0224,0.0987,63.81,72.4,11,3.06,66.78,15.32,0
4197,Micro,Travel,28164,2634,202,202,154,32013,53628,6.69,0.0767,0.0768,0.0586,92.05,98.97,9,9.22,100.0,46.09,0
4198,Macro,Tech,8697350,72869,150,495,151,8540879,15935431,0.62,0.0021,0.0068,0.0021,18.0,47.52,2,0.54,12.07,2.72,1
4199,Micro,Education,22344,813,53,60,89,17807,34614,3.2,0.0648,0.0733,0.11,93.68,91.9,11,10.43,100.0,52.16,0
4200,Nano,Music,7722,1481,67,96,64,15309,18441,15.23,0.0451,0.0651,0.043,89.68,87.85,9,14.46,86.9,72.32,0
4201,Nano,Lifestyle,6491,1241,108,87,86,13796,23139,14.53,0.0869,0.0701,0.0691,50.82,98.38,13,10.96,89.86,54.8,0
4202,Nano,Lifestyle,3428,322,29,9,13,2999,3887,12.46,0.0905,0.0294,0.0411,80.36,65.45,7,8.59,94.26,42.96,0
4203,Micro,Music,96510,5356,221,109,419,154005,370160,5.63,0.0413,0.0203,0.0783,60.32,87.46,12,6.85,56.88,34.24,0
4204,Micro,Music,40995,2838,272,202,178,68162,134190,5.43,0.0959,0.0711,0.0626,90.86,71.85,2,6.04,100.0,30.2,0
4205,Macro,Tech,3297537,39927,306,153,239,7458629,14921484,1.41,0.0077,0.0038,0.006,26.17,26.55,10,2.37,18.08,11.86,1
4206,Micro,Fashion,37268,2482,162,132,271,64397,123093,11.07,0.0653,0.0533,0.1093,75.05,66.82,6,7.8,86.14,38.98,0
4207,Nano,Music,7413,981,51,76,53,16885,41663,15.31,0.0524,0.077,0.0546,66.27,46.72,8,10.65,82.45,53.23,0
4208,Micro,Fashion,32427,1975,190,73,103,24233,35446,5.55,0.0964,0.0369,0.0523,82.74,58.64,8,6.95,100.0,34.73,0
4209,Mid,Gaming,580828,21500,1783,1477,877,1412539,3296836,7.32,0.0829,0.0687,0.0408,55.36,56.86,1,7.33,89.76,36.65,0
4210,Micro,Fashion,36737,1971,163,147,175,60402,116424,10.65,0.0827,0.0745,0.0887,85.72,84.94,4,8.54,100.0,42.69,0
4211,Nano,Education,5550,469,38,33,19,6662,11437,7.86,0.0811,0.071,0.0415,87.1,78.83,11,7.21,100.0,36.04,0
4212,Nano,Music,7324,1469,123,71,93,16088,22930,16.23,0.084,0.048,0.0632,56.15,63.84,11,11.58,84.5,57.9,0
4213,Nano,Finance,3894,136,10,6,12,7790,14796,5.49,0.0754,0.043,0.0894,99.37,81.22,14,5.94,100.0,29.72,0
4214,Micro,Finance,42086,1069,2,8,17,91171,214928,3.8,0.0017,0.0076,0.0161,40.27,20.27,1,2.13,23.25,10.67,1
4215,Micro,Travel,45616,1364,96,66,129,55994,94869,5.41,0.0701,0.0486,0.0943,93.19,93.74,10,6.9,96.2,34.51,0
4216,Micro,Tech,63302,2593,137,155,114,123926,263083,6.17,0.0529,0.0597,0.0438,65.32,89.16,4,8.08,77.04,40.42,0
4217,Micro,Travel,76770,5011,362,372,247,139527,276298,8.61,0.0722,0.0742,0.0492,64.21,89.0,1,7.63,90.47,38.16,0
4218,Mid,Music,627874,30920,1099,2085,1227,1527703,3452570,3.49,0.0355,0.0674,0.0397,91.77,43.22,2,4.5,83.89,22.49,0
4219,Nano,Finance,2709,372,23,15,43,4163,9083,15.43,0.0616,0.0399,0.1156,91.12,68.94,12,10.75,88.35,53.75,0
4220,Macro,Music,19225917,295027,18497,11787,28441,17697556,38497962,1.94,0.0627,0.04,0.0964,69.51,77.0,1,3.31,78.09,16.53,0
4221,Macro,Travel,3173522,73023,700,313,646,4480436,10242111,1.69,0.0096,0.0043,0.0089,38.63,24.52,12,1.96,25.39,9.79,1
4222,Nano,Fitness,8754,819,58,36,77,6577,15086,8.55,0.0705,0.0442,0.0935,69.79,88.34,9,8.78,83.38,43.9,0
4223,Micro,Fashion,64029,4056,222,306,224,94021,132240,4.98,0.0547,0.0755,0.0553,57.87,88.76,8,7.32,78.94,36.62,0
4224,Nano,Education,8918,482,23,18,51,6870,17075,7.11,0.0486,0.0369,0.1066,69.01,55.49,2,6.37,69.91,31.87,0
4225,Micro,Finance,88297,5707,39,54,109,182549,301811,4.57,0.0069,0.0094,0.0191,19.87,31.27,14,2.12,16.19,10.61,1
4226,Micro,Finance,54008,3420,322,180,166,126381,274782,4.35,0.0941,0.0528,0.0485,63.91,57.72,3,5.96,94.83,29.81,0
4227,Nano,Travel,3665,110,10,9,12,8721,14243,5.5,0.0886,0.08,0.1129,79.07,71.79,11,6.83,100.0,34.17,0
4228,Nano,Food,7520,1536,150,92,80,17803,35868,17.28,0.0978,0.0601,0.0518,85.33,42.78,2,10.56,100.0,52.78,0
4229,Micro,Food,58527,3891,19,32,40,55248,86443,5.69,0.005,0.0083,0.0104,18.37,63.63,10,6.36,14.2,31.81,1
4230,Mid,Music,902039,38043,2419,2595,3119,2217953,3374373,2.84,0.0636,0.0682,0.082,96.6,82.01,12,9.56,100.0,47.78,0
4231,Nano,Lifestyle,6849,499,30,35,36,14116,35189,7.3,0.0603,0.0701,0.0716,99.48,86.08,9,8.92,100.0,44.6,0
4232,Macro,Tech,8829601,167538,5792,11187,14934,13602428,31350168,2.2,0.0346,0.0668,0.0891,54.4,69.97,2,5.17,64.52,25.87,0
4233,Micro,Food,81950,4456,418,280,490,120021,247189,7.82,0.0938,0.0628,0.1099,69.78,93.93,8,8.21,100.0,41.07,0
4234,Nano,Finance,6356,1089,82,43,37,15754,31172,11.61,0.0755,0.0394,0.0338,92.92,88.04,13,9.69,96.02,48.43,0
4235,Mid,Music,394601,15006,1470,857,758,619157,998499,5.21,0.098,0.0571,0.0505,94.86,66.4,7,6.12,100.0,30.62,0
4236,Nano,Tech,5942,270,23,14,31,4814,8053,5.38,0.0844,0.0523,0.1138,58.26,42.58,2,4.87,87.02,24.34,0
4237,Mid,Music,698707,38001,2828,1203,2133,743277,1617746,6.15,0.0744,0.0317,0.0561,72.14,98.03,6,5.76,82.78,28.78,0
4238,Macro,Tech,4067920,63551,4966,1664,6735,6743850,16769273,2.71,0.0781,0.0262,0.106,61.92,71.25,8,3.94,77.89,19.7,0
4239,Micro,Lifestyle,86869,4401,344,232,257,126749,214815,4.22,0.0782,0.0527,0.0584,73.13,86.99,3,6.0,91.49,29.99,0
4240,Nano,Food,6355,1224,104,82,65,15763,20686,14.3,0.0848,0.0674,0.0535,51.42,46.14,3,7.17,88.32,35.87,0
4241,Micro,Food,71026,8658,315,193,864,117220,222136,10.01,0.0363,0.0223,0.0998,69.71,61.01,3,9.66,59.71,48.3,0
4242,Micro,Food,28200,950,55,67,38,22284,29266,3.44,0.0578,0.0706,0.0398,70.37,42.06,7,4.35,85.23,21.75,0
4243,Micro,Fashion,89123,7519,619,419,379,202031,299113,8.71,0.0824,0.0558,0.0503,68.34,65.08,2,6.39,92.07,31.95,0
4244,Micro,Education,98493,11709,436,337,750,245224,365657,8.49,0.0372,0.0287,0.064,93.88,49.33,7,5.11,74.17,25.57,0
4245,Micro,Education,36013,1285,43,30,143,27980,60855,4.1,0.0336,0.0236,0.1113,97.96,48.66,14,3.97,72.86,19.86,0
4246,Nano,Fitness,7857,703,29,50,73,14174,27091,12.49,0.0415,0.0718,0.1038,56.0,99.92,4,10.92,70.29,54.59,0
4247,Micro,Food,74288,5360,448,155,625,136373,269408,5.41,0.0837,0.0288,0.1166,69.21,96.97,1,6.4,85.09,31.98,0
4248,Nano,Tech,7922,1046,85,33,35,9755,21787,10.27,0.0813,0.0313,0.0334,73.04,41.96,2,9.43,86.58,47.14,0
4249,Micro,Travel,27664,1096,10,10,4,57975,138857,4.28,0.009,0.0091,0.0037,47.55,69.66,10,3.25,31.01,16.24,1
4250,Mid,Fitness,908288,50261,4181,2171,3088,1319843,2099986,4.39,0.0832,0.0432,0.0614,66.04,47.99,13,5.81,87.57,29.03,0
4251,Nano,Lifestyle,4840,1049,51,23,99,10547,21977,16.83,0.0488,0.0217,0.0944,94.99,54.01,14,9.57,78.42,47.83,0
4252,Macro,Music,19638911,754018,4420,2362,14919,45899784,78398545,3.81,0.0059,0.0031,0.0198,34.48,44.13,8,6.37,21.11,31.87,1
4253,Nano,Tech,2783,247,15,8,21,6901,15759,10.86,0.0593,0.0327,0.0862,94.33,48.05,11,8.52,86.6,42.61,0
4254,Macro,Gaming,3726590,360492,11410,28243,30740,7975227,15444242,7.27,0.0317,0.0783,0.0853,51.14,90.85,13,5.79,64.9,28.97,0
4255,Nano,Gaming,8043,980,97,22,34,8391,17230,8.72,0.0993,0.0224,0.0348,98.14,70.02,1,8.27,100.0,41.35,0
4256,Micro,Music,55631,6530,629,492,345,86295,163577,8.55,0.0964,0.0753,0.0528,67.37,86.42,1,7.62,100.0,38.11,0
4257,Mid,Gaming,267712,5436,29,25,90,640008,1552442,3.08,0.0054,0.0046,0.0165,18.12,55.27,11,4.46,13.14,22.28,1
4258,Nano,Food,6333,714,61,30,26,15342,28325,9.02,0.0861,0.0418,0.036,75.14,46.17,2,9.94,93.18,49.69,0
4259,Nano,Gaming,9427,616,55,41,37,21339,36395,6.12,0.0891,0.0666,0.0603,53.59,85.49,4,5.08,91.3,25.4,0
4260,Micro,Fitness,53194,5089,202,208,182,108026,253626,9.01,0.0397,0.0409,0.0357,62.11,68.59,5,6.59,63.15,32.97,0
4261,Mid,Travel,860605,61022,2939,3143,7302,1883681,3453428,4.83,0.0482,0.0515,0.1197,90.19,90.36,10,7.49,84.63,37.45,0
4262,Nano,Tech,5786,657,20,37,55,8136,12374,10.18,0.031,0.0559,0.0834,63.65,66.76,14,10.54,64.1,52.7,0
4263,Nano,Music,2967,273,9,11,15,2085,4377,8.09,0.0346,0.0405,0.0547,59.43,59.99,6,9.27,59.14,46.33,0
4264,Micro,Finance,16376,363,16,7,17,14963,26783,3.14,0.0445,0.0203,0.0461,80.65,88.67,1,7.34,68.65,36.7,0
4265,Micro,Education,96258,2769,221,183,305,229232,534063,4.58,0.0797,0.0659,0.11,51.63,70.57,10,5.1,85.46,25.51,0
4266,Mid,Finance,958395,27552,2134,1458,2826,2384354,3639888,2.02,0.0774,0.0529,0.1026,50.42,91.83,10,4.99,79.81,24.94,0
4267,Micro,Fashion,89411,6617,456,447,225,221611,551310,7.09,0.0688,0.0676,0.034,66.75,44.18,6,5.71,88.06,28.55,0
4268,Micro,Lifestyle,73669,9051,678,234,531,107224,231843,8.36,0.0749,0.0258,0.0587,68.2,65.79,12,8.17,79.31,40.85,0
4269,Nano,Fitness,4247,675,40,24,40,5494,12806,19.62,0.06,0.0358,0.0594,87.28,89.18,1,11.69,84.38,58.44,0
4270,Nano,Lifestyle,4454,397,30,27,24,8679,12532,16.18,0.0767,0.0688,0.0592,59.22,99.29,14,9.24,88.62,46.2,0
4271,Mid,Fashion,751156,20675,1180,495,1972,1130910,1648515,4.59,0.0571,0.0239,0.0954,91.1,91.78,11,7.8,81.27,39.02,0
4272,Nano,Travel,4177,149,11,5,15,6191,8672,6.07,0.0765,0.0326,0.1003,93.01,89.49,1,7.41,94.54,37.03,0
4273,Mid,Food,434511,9513,29,44,132,756939,1405977,1.96,0.003,0.0046,0.0139,44.87,66.44,2,2.89,25.33,14.45,1
4274,Mid,Lifestyle,343699,8932,777,585,669,487846,656888,4.81,0.087,0.0655,0.0749,63.55,63.8,1,6.56,94.92,32.79,0
4275,Nano,Tech,5794,599,6,3,2,5588,9268,11.08,0.0096,0.0049,0.0027,20.38,23.34,14,8.22,16.43,41.08,1
4276,Micro,Fitness,13662,885,78,68,80,25747,59049,4.37,0.0886,0.0771,0.0901,58.26,90.96,10,6.16,96.53,30.8,0
4277,Micro,Gaming,89928,2648,197,178,117,207189,297530,5.59,0.0745,0.0673,0.044,70.94,79.53,6,3.82,92.91,19.08,0
4278,Micro,Fashion,23398,950,56,53,46,27737,58492,5.24,0.0586,0.0556,0.048,54.12,41.07,9,5.38,73.07,26.9,0
4279,Mid,Tech,272882,17820,786,622,1556,619099,997831,5.11,0.0441,0.0349,0.0873,57.16,52.68,7,6.06,61.11,30.31,0
4280,Mid,Gaming,511948,31944,2543,2282,2934,840186,1864716,5.35,0.0796,0.0714,0.0918,65.2,82.09,7,5.05,93.83,25.24,0
4281,Mid,Music,996164,83875,3213,6019,8585,866025,1440626,6.7,0.0383,0.0718,0.1024,72.87,87.53,7,7.47,77.11,37.36,0
4282,Mid,Travel,690533,69589,3113,3734,5451,1562385,3278321,6.83,0.0447,0.0537,0.0783,87.93,65.8,7,8.58,82.43,42.92,0
4283,Macro,Lifestyle,4631941,81051,5443,5617,5885,10157574,24795123,1.82,0.0672,0.0693,0.0726,71.1,57.51,12,5.2,89.92,25.98,0
4284,Nano,Lifestyle,1031,135,12,3,16,2148,3372,16.34,0.0906,0.0233,0.1191,97.07,48.15,12,12.28,100.0,61.4,0
4285,Nano,Fashion,7481,627,51,26,50,15684,19958,5.68,0.0816,0.0419,0.0799,88.11,58.13,12,4.42,97.46,22.11,0
4286,Micro,Fashion,89727,5089,403,269,160,121492,215541,5.52,0.0791,0.0529,0.0314,62.74,84.37,10,8.38,86.8,41.89,0
4287,Macro,Travel,16655621,860708,80947,23316,37556,18448954,33102120,5.07,0.094,0.0271,0.0436,61.21,42.11,10,6.22,85.75,31.08,0
4288,Nano,Food,6344,869,72,46,90,10563,21258,11.01,0.0823,0.0526,0.1032,85.57,97.9,9,10.49,99.71,52.43,0
4289,Nano,Music,3451,222,1,1,1,4520,10199,6.55,0.0046,0.0026,0.0063,24.72,58.72,6,3.44,15.46,17.19,1
4290,Nano,Music,2243,463,23,27,18,3038,5920,14.44,0.0507,0.059,0.038,69.75,43.7,8,7.4,77.94,36.98,0
4291,Micro,Fashion,85076,9885,574,329,891,144396,205550,8.6,0.0581,0.0332,0.0901,54.21,81.32,3,5.74,66.13,28.69,0
4292,Mid,Travel,674215,53835,5305,1356,4098,793225,1436567,5.74,0.0985,0.0252,0.0761,57.35,88.63,3,6.44,85.5,32.19,0
4293,Micro,Food,19076,990,35,70,90,36374,52807,5.95,0.0357,0.0707,0.091,81.18,61.21,1,5.42,79.64,27.11,0
4294,Micro,Travel,63982,4837,32,12,71,111728,146649,8.42,0.0067,0.0024,0.0147,11.9,60.46,14,4.8,10.03,24.01,1
4295,Mid,Finance,266245,13503,1291,949,1532,350897,519080,4.16,0.0956,0.0703,0.1135,92.99,75.21,12,7.55,100.0,37.73,0
4296,Mid,Travel,729940,20946,1002,1277,2288,1664510,2413098,2.41,0.0478,0.061,0.1092,86.95,43.75,9,3.3,85.68,16.52,0
